"Id","SalePrice"
1587,105702.427847106
1588,148059.778666357
1589,101017.642051009
1590,131714.773036468
1591,91806.9319131718
1592,120445.108043695
1593,127847.920472861
1594,116100.037519553
1595,105508.297330336
1596,227136.836943454
1597,199938.447125605
1598,235154.597461652
1599,167569.357351759
1600,159728.905024329
1601,67511.6884958797
1602,119212.196487311
1603,70198.7708541195
1604,263340.557072626
1605,237179.931739286
1606,165295.218342807
1607,165873.58135763
1608,218631.877360407
1609,179439.477252848
1610,156232.353386596
1611,141209.86139874
1612,171937.034028566
1613,164128.113806701
1614,119644.897303064
1615,92727.301854508
1616,80062.3559674092
1617,94058.3883998627
1618,123089.081761399
1619,135408.850080331
1620,147505.755202806
1621,135940.535665545
1622,139261.695652416
1623,243856.606367059
1624,209334.73541179
1625,114554.08668051
1626,173700.312039212
1627,192624.975812832
1628,279004.091680832
1629,185594.032247171
1630,350784.117902014
1631,238556.242932997
1632,255082.352524042
1633,178235.967795632
1634,188525.369657548
1635,173779.026870444
1636,152189.29208169
1637,198359.105946097
1638,178627.235057957
1639,196677.606246891
1640,250383.661954674
1641,189045.517141411
1642,251112.663225379
1643,212104.838363813
1644,247430.42222959
1645,190409.137858221
1646,154707.721558833
1647,162720.69662243
1648,130702.803342294
1649,139073.654981597
1650,114443.19780969
1651,119450.918909685
1652,99907.4281217961
1653,102549.116138606
1654,143338.03735821
1655,127532.108589462
1656,139890.566842516
1657,147400.659568551
1658,146961.671400223
1659,114101.908423728
1660,157953.976147001
1661,404469.967601599
1662,402283.899288666
1663,372860.379046864
1664,468101.815893049
1665,310518.810387361
1666,322126.171671973
1667,392992.78308534
1668,348414.529355704
1669,319613.103808878
1670,355361.910298882
1671,263497.00696417
1672,410387.262661453
1673,285659.321516404
1674,241394.462971498
1675,200759.048563754
1676,196489.543708033
1677,222308.135655445
1678,435423.506899782
1679,398340.198855191
1680,331147.016299989
1681,252773.661593355
1682,324712.498114868
1683,188096.822744404
1684,173223.280084734
1685,175406.720622031
1686,167100.705552125
1687,175337.496787861
1688,189772.576442597
1689,193363.423476687
1690,196345.887667148
1691,187644.733025589
1692,266484.873990024
1693,170000.404343064
1694,183978.685545077
1695,168212.154275976
1696,264442.211857855
1697,174378.951622869
1698,340609.024456323
1699,310635.743028776
1700,255228.616625871
1701,277517.355393441
1702,229221.212303815
1703,230290.569958625
1704,268371.728337097
1705,240827.296957523
1706,396303.088855185
1707,216756.297931874
1708,201193.893358036
1709,256123.839705507
1710,218176.836661325
1711,278162.172419368
1712,251634.718461499
1713,281750.243701468
1714,232621.898228447
1715,213411.354761858
1716,179407.461317338
1717,177436.516657533
1718,138451.177486251
1719,212090.898631554
1720,232172.389705928
1721,151178.004769379
1722,120256.680435605
1723,146030.588394076
1724,201041.773365445
1725,236647.305169428
1726,188653.659608822
1727,152422.620834592
1728,167506.040872605
1729,170834.508591708
1730,154537.375705049
1731,123359.621293214
1732,122830.387862715
1733,111075.400686073
1734,122160.090908325
1735,114609.793260783
1736,109365.775484624
1737,280894.420398141
1738,264811.534558353
1739,232696.015297267
1740,205678.885158621
1741,184935.628574853
1742,178068.201908005
1743,180895.804196231
1744,351330.204860048
1745,216101.183195906
1746,194372.048701538
1747,211120.655979829
1748,214591.496618922
1749,147127.229382372
1750,129155.290685942
1751,251705.967945449
1752,114173.291780674
1753,153930.204270902
1754,195175.404033381
1755,168148.94896382
1756,121039.902386272
1757,118886.398019322
1758,151571.611129477
1759,168050.265582976
1760,167039.964786309
1761,151316.053594312
1762,178962.694882249
1763,195432.883091849
1764,118404.687676436
1765,170733.210773989
1766,189875.5360072
1767,213192.299242337
1768,140674.45254461
1769,171565.021167381
1770,151022.318478447
1771,125459.428275999
1772,130118.123763391
1773,125911.194326297
1774,147262.172025192
1775,141440.178079732
1776,135964.506528173
1777,108751.224135395
1778,139306.325471935
1779,114161.141224983
1780,172302.79574067
1781,126734.048473843
1782,82387.224126188
1783,139548.440214332
1784,108620.959879406
1785,124741.07397414
1786,138628.55097008
1787,161631.966663615
1788,61760.4250336691
1789,99495.4148305369
1790,79897.0702448151
1791,177736.774149803
1792,155669.254587959
1793,125557.633274397
1794,152672.840141246
1795,134868.118100563
1796,130779.228797049
1797,117053.816107081
1798,118669.77238139
1799,108209.738212495
1800,133800.603165476
1801,127718.77877564
1802,149031.991618441
1803,152393.474321711
1804,138592.37975222
1805,135418.966521206
1806,124406.430281913
1807,132395.506347339
1808,125307.20897538
1809,125939.296477952
1810,138950.157859974
1811,96992.9608153331
1812,102784.600537769
1813,138999.623057461
1814,96676.7442826638
1815,58011.3479893678
1816,94772.6727615074
1817,108810.735178715
1818,143706.774527412
1819,129612.430818443
1820,50494.1713728239
1821,117381.800329699
1822,149316.774226543
1823,43918.4759713521
1824,127341.220829227
1825,138383.114935461
1826,109845.661180377
1827,105446.050869182
1828,133292.852267007
1829,133947.013744789
1830,137754.642818377
1831,150215.609852732
1832,67409.4690230269
1833,140713.814166716
1834,116611.052236486
1835,117680.54516123
1836,126953.766380075
1837,88429.936755772
1838,128557.536135805
1839,98493.9711129
1840,141388.202839106
1841,136398.959506656
1842,93110.6587740693
1843,124656.58911531
1844,151021.695271332
1845,145819.539108098
1846,156465.786792447
1847,178423.909055205
1848,51498.6266594333
1849,108884.05484923
1850,116673.587988469
1851,146252.916424229
1852,128509.231535105
1853,120467.066776294
1854,168635.991034468
1855,159150.743602933
1856,225405.252193642
1857,134317.724297618
1858,137761.828866855
1859,122004.401986943
1860,144331.146158159
1861,121154.058840201
1862,309918.083327652
1863,288868.083341986
1864,288966.718181665
1865,334887.33883539
1866,327499.486985142
1867,218502.388394089
1868,277278.342508001
1869,199973.334966211
1870,221195.158512743
1871,253814.719184686
1872,175803.043932879
1873,235707.731017353
1874,154769.804696555
1875,195122.490380763
1876,202894.590643791
1877,208871.925138805
1878,203271.477059441
1879,131945.493994305
1880,133252.328819618
1881,238379.5252176
1882,238511.607786931
1883,186574.391109302
1884,205005.18227921
1885,229325.850951993
1886,281182.888219385
1887,214643.296843674
1888,256563.251279683
1889,172903.871220722
1890,108280.800713765
1891,132419.641645748
1892,94090.2199829751
1893,123972.028368442
1894,121093.565417688
1895,133070.675118631
1896,126684.221653249
1897,111092.76138146
1898,108914.333770802
1899,168659.123286086
1900,148910.838309368
1901,172889.389413852
1902,163953.603855805
1903,221338.102895538
1904,155812.819406374
1905,207285.581817248
1906,143890.392323078
1907,216266.853003121
1908,111110.316296855
1909,133775.789852982
1910,120142.184977696
1911,239162.181341433
1912,347928.662397819
1913,137876.681469033
1914,53406.0206503891
1915,300898.220310707
1916,68834.5567115919
1917,238020.647211161
1918,141256.394507328
1919,173580.645598847
1920,164717.241996313
1921,358465.069317953
1922,315458.511965643
1923,246154.131171367
1924,216373.63532803
1925,199188.61946523
1926,355036.277028794
1927,129819.075241188
1928,161012.128034262
1929,121983.482641538
1930,134528.64593978
1931,139972.127742271
1932,141556.729868957
1933,198220.304448531
1934,183938.354477221
1935,170476.32216152
1936,196154.966454134
1937,190541.080659107
1938,176141.934469705
1939,251149.249061406
1940,197531.589861507
1941,171634.495978046
1942,179063.040964006
1943,223519.11718301
1944,391283.547367281
1945,416925.414958141
1946,126687.851572198
1947,322583.759838572
1948,163385.442462041
1949,248394.328718021
1950,188735.55479665
1951,243462.912269406
1952,201906.54373705
1953,165043.507044846
1954,185622.167953953
1955,136899.839691166
1956,289497.021027722
1957,152094.485935035
1958,269566.084854449
1959,141736.434688605
1960,116858.460510232
1961,122200.947694454
1962,99275.5678583252
1963,105012.881298475
1964,107878.367199248
1965,140431.078174578
1966,133603.677347362
1967,293511.344255001
1968,418727.525022798
1969,387930.988234693
1970,413974.457981267
1971,451511.487712199
1972,373367.735757661
1973,271012.247935978
1974,344951.566513753
1975,483901.82837012
1976,275277.706990349
1977,351792.132650045
1978,355128.731823543
1979,326940.413357485
1980,209448.740979378
1981,343537.15187063
1982,219039.413678692
1983,206270.051524249
1984,172179.15018584
1985,224433.942894328
1986,209582.743233555
1987,184150.170318383
1988,173477.29376523
1989,192996.190808475
1990,205340.961492229
1991,233493.082111576
1992,217420.369749291
1993,165919.904113446
1994,224251.348478293
1995,182698.370429176
1996,245732.428539361
1997,325628.501279959
1998,306618.773165797
1999,287800.793576631
2000,317634.665993281
2001,275812.790784474
2002,244072.839818681
2003,252922.191363538
2004,276747.737021903
2005,231465.123003503
2006,222809.00227167
2007,251665.864748672
2008,209448.03329126
2009,204320.003828338
2010,192099.484762858
2011,138176.442519874
2012,171729.00512403
2013,178444.572997486
2014,185692.628368141
2015,210896.516612524
2016,191630.923156687
2017,192363.665951067
2018,113007.674010057
2019,129693.233399991
2020,94626.3158231232
2021,101879.02466537
2022,182420.973786919
2023,149562.761280412
2024,281595.638382978
2025,347319.323487306
2026,176368.667082876
2027,161547.085852143
2028,156739.02208881
2029,167580.22389395
2030,268077.857712104
2031,232887.85663725
2032,258570.016036536
2033,256215.757960733
2034,174156.548938256
2035,231055.253623987
2036,202435.145896073
2037,208196.025257698
2038,334245.046097295
2039,228828.361591705
2040,270139.410769867
2041,316558.384528246
2042,214433.318370267
2043,177097.694977225
2044,174310.122534187
2045,208584.518283
2046,145879.119341269
2047,145601.439070998
2048,142035.26169789
2049,145439.904227425
2050,175290.876008313
2051,99258.4291696747
2052,127300.637060188
2053,151406.59004719
2054,89550.8482230396
2055,162143.060229566
2056,153730.184378261
2057,113897.82392658
2058,212665.172120449
2059,132144.206903412
2060,171280.929683107
2061,180410.663587145
2062,129055.04899923
2063,119861.433683904
2064,138523.161252591
2065,123653.390818077
2066,171488.777425986
2067,100767.068827198
2068,148042.892505011
2069,84054.0270720308
2070,112921.645157509
2071,94056.3587652075
2072,133493.191199007
2073,131054.767592408
2074,169195.343681976
2075,154237.618429017
2076,115828.217255388
2077,153773.563195584
2078,127368.351907481
2079,134226.95076656
2080,114568.62124703
2081,129187.509357935
2082,125281.892894512
2083,153241.216848845
2084,105492.340110546
2085,113268.563343053
2086,121111.44632472
2087,128659.818141503
2088,93688.220630627
2089,77576.8885930672
2090,121696.855046197
2091,113117.168085566
2092,125829.16202207
2093,124848.668893508
2094,110837.853221778
2095,146286.492855958
2096,85359.7994921352
2097,98995.6859891101
2098,152228.091676591
2099,51509.2547260653
2100,66078.9625070946
2101,111746.531861208
2102,129381.023124773
2103,106047.391280214
2104,137344.925605497
2105,130972.419669521
2106,59312.2786747358
2107,195670.347990241
2108,119238.881482444
2109,113590.642223403
2110,132922.569370072
2111,135662.238014287
2112,142870.222721031
2113,123896.72314738
2114,122751.57574568
2115,163752.34601772
2116,118817.159865973
2117,152903.167676421
2118,126841.76150686
2119,109506.96539807
2120,110094.773349119
2121,86162.3876871343
2122,115447.560141367
2123,83434.9358878247
2124,164142.907212581
2125,130317.00303406
2126,149766.421740649
2127,162887.751735676
2128,125098.02820633
2129,93427.6127455632
2130,135410.970779258
2131,142420.810919279
2132,114902.763878587
2133,124339.787338348
2134,122864.48649955
2135,96900.6026876886
2136,80106.2487764564
2137,106747.122170589
2138,136524.039426876
2139,153855.263619926
2140,140916.927169576
2141,159410.851277334
2142,127901.072348818
2143,156857.066156356
2144,123782.707212682
2145,136472.449205551
2146,168379.799523667
2147,143056.280636295
2148,137336.595885231
2149,141129.876780218
2150,235626.335453223
2151,116751.109182135
2152,168896.596684381
2153,157018.436589129
2154,103216.649527103
2155,130846.38605675
2156,253290.970287959
2157,221507.854223243
2158,244122.586203726
2159,219808.316485882
2160,183668.540140543
2161,229197.676779656
2162,351960.251731615
2163,317816.953828868
2164,252814.164472052
2165,210683.252464093
2166,159896.569127988
2167,216351.191706422
2168,188883.14369703
2169,195200.389896456
2170,218416.041024145
2171,160842.120609432
2172,135334.456056217
2173,186214.407023604
2174,220825.901016276
2175,284572.228179569
2176,310603.802097569
2177,233664.555973222
2178,212105.909299062
2179,138150.136496716
2180,219869.862933603
2181,194468.318930028
2182,225525.639893916
2183,189979.933177976
2184,118986.40929871
2185,129199.459293239
2186,139000.486336454
2187,152857.069422549
2188,151883.616948795
2189,271120.232666481
2190,82098.8960347513
2191,76748.6545144394
2192,84828.4503996328
2193,113792.535522408
2194,97385.7287491714
2195,99812.0457145165
2196,105311.508167759
2197,117745.378570358
2198,155564.850062039
2199,168948.194953242
2200,152237.045018102
2201,154783.46915372
2202,212945.785520781
2203,142259.327433011
2204,183007.051876835
2205,130059.38659915
2206,143213.066770904
2207,213609.344959039
2208,265811.9958319
2209,253033.455624253
2210,121768.500718125
2211,120773.928450415
2212,121218.328443245
2213,105541.541120373
2214,137417.775049846
2215,103929.813007342
2216,148636.883796166
2217,68801.4558193462
2218,70607.2937025623
2219,66720.1631866969
2220,60086.4886008202
2221,301491.869717573
2222,284265.369004552
2223,280197.665369877
2224,204739.751272606
2225,118694.855859864
2226,180762.06210523
2227,191620.751561945
2228,265138.83267591
2229,249231.06198481
2230,156121.092308755
2231,211307.260311243
2232,178513.503632495
2233,183522.271140343
2234,239915.283546103
2235,223522.018936204
2236,248593.728068811
2237,293225.188251189
2238,205031.889999908
2239,112818.009422877
2240,155103.955164656
2241,148682.94341869
2242,119581.182874125
2243,132466.726691209
2244,103685.998855396
2245,95198.2005808979
2246,141599.977666831
2247,112332.210687553
2248,116216.882826155
2249,114886.485986137
2250,127792.899051782
2251,104490.974609661
2252,183460.617880159
2253,157790.349050007
2254,188508.241493191
2255,186826.065950381
2256,174642.596440603
2257,207273.753030148
2258,157671.892832154
2259,175449.826572624
2260,150254.70429313
2261,203400.909448002
2262,220500.039256344
2263,391523.253808616
2264,454526.826913451
2265,178989.544567274
2266,325889.36948464
2267,371107.544780481
2268,442167.558432208
2269,156114.137464626
2270,197459.679542077
2271,206339.600647118
2272,191312.794683943
2273,157946.10864859
2274,183063.300751968
2275,146075.506443017
2276,178244.685138052
2277,175549.111112033
2278,152084.251089247
2279,129124.02304841
2280,115808.50134444
2281,161189.283848483
2282,180125.081851636
2283,110325.097160306
2284,116540.400789838
2285,134525.868767575
2286,123516.283756043
2287,375899.188803595
2288,275705.551958251
2289,359659.304586644
2290,448586.433801761
2291,345005.246741234
2292,441629.801138019
2293,465336.586005112
2294,409189.196405693
2295,465709.000775249
2296,282326.4680091
2297,362579.670423802
2298,348271.783460692
2299,349529.795353096
2300,335543.971294107
2301,326822.66716036
2302,256544.581136718
2303,254610.666070348
2304,257318.541325988
2305,198223.661762674
2306,191458.592184334
2307,206412.700007567
2308,223779.762645921
2309,292650.136023831
2310,212709.850342194
2311,204028.024119054
2312,174452.12751886
2313,170082.457260046
2314,172078.552249865
2315,181660.470487448
2316,205395.17998878
2317,193898.182018019
2318,179642.392364767
2319,182026.364312298
2320,184377.497764671
2321,235433.234982549
2322,179669.983211176
2323,199397.693765137
2324,188858.898673418
2325,212763.929079259
2326,182102.483064484
2327,198911.260675981
2328,219719.595907605
2329,196650.556856734
2330,182896.99016265
2331,336618.26860368
2332,405438.313082606
2333,322074.891680201
2334,264164.279543603
2335,294288.884033295
2336,301601.209400935
2337,199431.746987334
2338,260799.152958474
2339,222488.893012126
2340,382348.81919093
2341,209670.296269222
2342,238538.802770682
2343,230487.778150518
2344,223874.825521033
2345,233896.049720276
2346,215806.68022157
2347,199977.429836527
2348,245802.274577843
2349,186469.228913744
2350,323384.254805905
2351,257641.932170156
2352,258231.941034856
2353,241193.009505917
2354,141389.129803785
2355,147324.580331886
2356,145324.862954929
2357,186530.237419902
2358,202714.650424246
2359,135366.193435247
2360,116292.280273387
2361,143766.32626876
2362,253908.0451185
2363,133052.854401573
2364,145431.379517069
2365,214249.949585712
2366,189410.591960615
2367,221342.564518668
2368,217017.456117509
2369,214022.643709377
2370,169857.138676304
2371,169271.402639793
2372,193751.492601679
2373,283326.641892283
2374,309835.354135782
2375,244950.175715188
2376,265399.213242099
2377,316480.203243586
2378,145424.928407821
2379,201018.760511085
2380,148432.875099406
2381,167274.807654148
2382,210952.634599039
2383,201009.233897411
2384,242128.855889382
2385,161908.122697482
2386,133229.157934939
2387,139123.336489861
2388,108702.49233725
2389,114223.575914519
2390,154843.031675413
2391,142374.821831378
2392,111343.665560324
2393,166852.015846631
2394,143966.522832402
2395,209663.371107425
2396,146861.308988855
2397,221597.666570915
2398,135112.608243523
2399,68280.8976788325
2400,70175.7765466208
2401,122610.394152276
2402,138824.044551312
2403,148433.309835451
2404,163332.580049435
2405,157708.639641811
2406,135545.050747545
2407,119523.947236168
2408,143716.144071585
2409,114800.263688131
2410,176318.445890654
2411,111403.53723129
2412,160404.361306327
2413,132735.493838505
2414,182679.730091335
2415,133646.434476784
2416,128316.223699074
2417,130543.104114783
2418,136828.745990102
2419,130057.375655213
2420,118744.852151533
2421,147554.397164429
2422,104531.931262114
2423,118017.472486103
2424,164173.808447111
2425,183977.4854753
2426,126095.874121849
2427,127272.105337887
2428,185301.105103821
2429,113036.31630822
2430,131627.583920233
2431,108548.27248449
2432,148018.326609201
2433,145755.578064432
2434,139795.297076925
2435,155743.020019377
2436,104921.539183363
2437,100700.918346613
2438,121739.638915067
2439,102548.150837525
2440,125979.994444948
2441,94336.2824851797
2442,96036.972065926
2443,126658.146818446
2444,127711.46547474
2445,92786.0262905648
2446,135845.53550254
2447,172856.281141187
2448,130895.433487191
2449,112954.060347012
2450,156199.785388701
2451,119120.223037602
2452,186899.937863636
2453,91304.7550913818
2454,116063.190286136
2455,115256.868158577
2456,135636.923113081
2457,133941.9368376
2458,130487.821208131
2459,107066.547848095
2460,146652.808007508
2461,136196.613152555
2462,134900.590053744
2463,132497.383270337
2464,164807.834760584
2465,135427.324507825
2466,116393.266282782
2467,132921.157201886
2468,88181.0285135016
2469,84440.0056821383
2470,198580.349151627
2471,235207.708308085
2472,159956.54453332
2473,124041.967935213
2474,79102.6054328051
2475,208944.701122525
2476,119852.469059037
2477,125813.498270504
2478,158614.275682764
2479,109599.354240379
2480,157312.629944959
2481,121498.744734469
2482,118870.190268064
2483,111923.507334705
2484,126007.074493023
2485,127139.165927141
2486,154069.005221382
2487,166900.687050365
2488,162913.973431539
2489,158349.55603601
2490,144107.42242373
2491,88763.1454079206
2492,197174.876937529
2493,160574.586601967
2494,150210.648870026
2495,94600.1648426007
2496,236043.374516155
2497,150407.409871351
2498,106932.684183996
2499,85335.9290765652
2500,130170.194797817
2501,135547.14893894
2502,143774.944310071
2503,101078.031861426
2504,167424.674741632
2505,229179.403608403
2506,240582.098389419
2507,267886.049956464
2508,242466.417370875
2509,219097.132961251
2510,214498.686200528
2511,172133.388048028
2512,208901.863645417
2513,220724.75778895
2514,293069.020379706
2515,150814.421184458
2516,178023.646987064
2517,150734.452646319
2518,158540.844457252
2519,239696.820463456
2520,222699.089785409
2521,186633.204020377
2522,223387.394232256
2523,117118.783530542
2524,138588.221671546
2525,146691.95095829
2526,137700.15913891
2527,122525.860479054
2528,134865.834292791
2529,136182.182768645
2530,127903.358436633
2531,253419.001541369
2532,223426.429856343
2533,191574.025440017
2534,233274.249337525
2535,283979.155596746
2536,235288.050068475
2537,243001.099591214
2538,181768.023807553
2539,186422.517571429
2540,180967.582452513
2541,179737.75253708
2542,165728.840728331
2543,119690.340693186
2544,119271.095965178
2545,139174.956072683
2546,118132.080903822
2547,139184.999863308
2548,146356.363041171
2549,152691.500252456
2550,617128.485463079
2551,145890.838984813
2552,127162.393561339
2553,72089.6583376268
2554,90845.0470995164
2555,117229.632261459
2556,93892.2262655665
2557,105348.546018705
2558,146774.138271231
2559,147614.373899801
2560,158428.26928198
2561,149637.876603696
2562,147423.257847114
2563,155368.973446848
2564,200200.762706469
2565,136960.600929581
2566,165326.436319257
2567,146331.243422751
2568,205782.815075463
2569,227290.285860308
2570,118625.383964751
2571,200743.913955176
2572,149056.682147687
2573,220238.89797898
2574,303183.381506301
2575,130843.011926425
2576,124392.77350736
2577,142213.3731233
2578,84212.6446404831
2579,58267.9170012678
2580,80985.5762302747
2581,88701.8666501768
2582,95741.7486748706
2583,273858.256471863
2584,176989.430450044
2585,188386.775646004
2586,216666.567897465
2587,198518.482334398
2588,142008.860531822
2589,151391.292575716
2590,199494.767736925
2591,237385.154409898
2592,213396.594554094
2593,254655.056490582
2594,183566.487466777
2595,207011.65665605
2596,276335.470377581
2597,189251.581067409
2598,281151.114654172
2599,333168.670892255
2600,145112.645007723
2601,140053.747012876
2602,84670.4019232371
2603,90040.1735101993
2604,90265.7884093309
2605,79575.9661411397
2606,142185.210275861
2607,198676.84429773
2608,193335.833639131
2609,170288.568251266
2610,105746.155404299
2611,129137.369852602
2612,161837.285175933
2613,124862.321768471
2614,121435.067366042
2615,156235.200008329
2616,143709.336194921
2617,184815.060155095
2618,200006.425803164
2619,196331.327768583
2620,188429.396014905
2621,173953.406287192
2622,178319.851781076
2623,236258.840291158
2624,303675.163734367
2625,296870.410150493
2626,171497.803845531
2627,169351.877107868
2628,561122.823583921
2629,518162.015913745
2630,400321.645940804
2631,492613.249263542
2632,426648.764877987
2633,319294.764123555
2634,449694.151542636
2635,158548.344818315
2636,170942.310462003
2637,182987.67356719
2638,255796.670628394
2639,188148.619510936
2640,145608.40455973
2641,104875.513886155
2642,184531.946267847
2643,107636.245046521
2644,119806.569348496
2645,109798.789130223
2646,95907.8554152583
2647,105392.805034969
2648,139744.178499402
2649,159092.723546064
2650,130249.925727908
2651,138270.854841815
2652,406687.708096659
2653,257088.93145647
2654,264583.949252499
2655,402430.931230898
2656,330679.096003687
2657,361226.29854461
2658,317899.218686579
2659,316245.299597975
2660,379461.511940664
2661,356918.222993994
2662,376511.596915434
2663,296731.651847904
2664,284598.072820002
2665,334317.457820895
2666,284619.805493816
2667,169032.191298408
2668,174783.801584822
2669,185127.687096372
2670,269294.276192817
2671,186023.999898562
2672,194675.191121467
2673,196750.098123688
2674,194993.614241031
2675,171663.998533755
2676,192668.128114989
2677,200229.968799434
2678,238107.540047844
2679,279439.097644291
2680,296642.525863546
2681,404295.201940813
2682,311490.143739785
2683,500548.896395106
2684,326650.217452096
2685,327206.747841049
2686,235720.421811497
2687,293444.902319459
2688,218778.763930942
2689,211059.332670232
2690,406458.657991318
2691,193266.397278718
2692,145947.623762351
2693,201606.472086442
2694,132565.404210131
2695,190792.85893375
2696,184238.449283548
2697,184032.736009454
2698,186679.289534912
2699,172206.002823829
2700,154937.241703578
2701,142364.742555261
2702,107440.515281646
2703,122493.065517212
2704,141425.769351677
2705,114504.696993983
2706,104934.188362683
2707,116190.173366518
2708,132328.682046067
2709,102295.025376987
2710,127044.399794635
2711,247511.623463025
2712,375830.184820857
2713,166187.766795319
2714,148754.495605131
2715,174513.268220165
2716,146998.279955698
2717,197778.355864793
2718,215050.544728152
2719,150926.472874348
2720,168938.112667196
2721,131823.430467442
2722,157666.317298455
2723,141409.825749649
2724,127380.531473102
2725,129151.299004811
2726,146480.949445466
2727,175545.941795909
2728,186735.497245924
2729,147094.599548542
2730,149269.177094881
2731,128774.626025795
2732,130535.758721086
2733,158743.775984567
2734,146218.527885577
2735,133482.538699732
2736,138135.209840259
2737,119472.76178864
2738,139199.265907689
2739,157432.386510312
2740,135695.447930758
2741,146543.482640064
2742,159022.631671038
2743,162738.040582246
2744,157109.192611312
2745,139699.416073398
2746,137851.303935038
2747,157959.424841994
2748,124789.258104484
2749,128399.092509532
2750,125866.588279159
2751,133871.189097819
2752,201906.167440355
2753,149521.050271772
2754,192578.330095212
2755,137644.853765991
2756,92204.4284501484
2757,71666.460698519
2758,82364.1595331905
2759,175464.472627022
2760,117502.065838885
2761,139094.645099515
2762,135930.262398894
2763,187006.481788887
2764,140473.762950594
2765,289744.965041564
2766,125607.14554825
2767,91583.3875400333
2768,128070.818890261
2769,131777.951217429
2770,140100.276180552
2771,102442.871558899
2772,113444.525808038
2773,161294.308997088
2774,145854.256781457
2775,117917.942734437
2776,146470.685677877
2777,153493.562362293
2778,101572.082027275
2779,120349.746230873
2780,99286.2562055281
2781,93494.6022621096
2782,98098.0861519229
2783,97177.1961821772
2784,119550.882214785
2785,134112.826874792
2786,64689.0963195394
2787,120007.171097967
2788,79125.5447237485
2789,158828.702185812
2790,92715.8349257071
2791,110083.94058875
2792,52899.0751829359
2793,158097.94677064
2794,99840.564854038
2795,119654.974230275
2796,99032.6675042874
2797,202923.082039255
2798,109605.488101967
2799,111097.093254443
2800,75745.497557335
2801,112790.947220057
2802,129843.448517984
2803,166987.339303177
2804,129031.91296081
2805,95880.5397719146
2806,86285.6457599042
2807,160562.921943819
2808,143698.714353867
2809,131074.867157431
2810,121292.690137813
2811,161680.717668565
2812,168224.449157857
2813,155592.019448804
2814,160345.716890527
2815,96561.5986578413
2816,224869.748284912
2817,150672.480459931
2818,132256.885979304
2819,166350.504235477
2820,139209.712773348
2821,107027.714964563
2822,184744.250868078
2823,291445.54052536
2824,157809.594043253
2825,139896.440788884
2826,125657.541362167
2827,134743.829314484
2828,222437.521636478
2829,217905.544582354
2830,227345.98602635
2831,173924.386131323
2832,240587.351634268
2833,308644.369876555
2834,224266.450780129
2835,226318.135037556
2836,188862.880383759
2837,163355.981169593
2838,152947.478475932
2839,167387.950660043
2840,204282.780691124
2841,203623.713031493
2842,231033.978591021
2843,150229.652830871
2844,173165.684800416
2845,126039.442175055
2846,208339.551731887
2847,212806.602742041
2848,217282.195618129
